item,mv,method,isstatic,isPersonalized,isStructural,isgoal,diff
joperator1469,1,PC,false,true,false,false,Low-Difficulty
joperator1469,1,PA,false,true,false,false,Low-Difficulty
jInheritance2211,2,C,true,false,false,NA,High-Difficulty
jarray2244,1,PGSA,false,true,true,true,High-Difficulty
jarray2244,1,PGA,false,true,false,true,High-Difficulty
jarray2244,1,SC,true,false,true,NA,High-Difficulty
jarray2244,1,PGC,false,true,false,true,High-Difficulty
jarray2244,1,PGSC,false,true,true,true,High-Difficulty
jarray2244,1,C,true,false,false,NA,High-Difficulty
jInheritance1248,2,ST,true,false,true,NA,High-Difficulty
jInheritance1248,2,PGSA,false,true,true,true,High-Difficulty
jInheritance1248,2,PSC,false,true,true,false,High-Difficulty
jInheritance1248,2,SC,true,false,true,NA,High-Difficulty
jInheritance1248,2,SA,true,false,true,NA,High-Difficulty
jInheritance1248,2,PGSC,false,true,true,true,High-Difficulty
jInheritance1248,2,C,true,false,false,NA,High-Difficulty
jarray2243,1,PGSA,false,true,true,true,High-Difficulty
jarray2243,1,PC,false,true,false,false,High-Difficulty
jarray2243,1,PSC,false,true,true,false,High-Difficulty
jarray2243,1,SC,true,false,true,NA,High-Difficulty
jarray2243,1,PSA,false,true,true,false,High-Difficulty
jarray2243,1,SA,true,false,true,NA,High-Difficulty
jarray2243,1,PA,false,true,false,false,High-Difficulty
joperator1226,2,ST,true,false,true,NA,Low-Difficulty
joperator1226,2,PGSA,false,true,true,true,Low-Difficulty
joperator1226,2,PC,false,true,false,false,Low-Difficulty
joperator1226,2,PGA,false,true,false,true,Low-Difficulty
joperator1226,2,PGC,false,true,false,true,Low-Difficulty
joperator1226,2,PGSC,false,true,true,true,Low-Difficulty
joperator1226,2,C,true,false,false,NA,Low-Difficulty
joperator1468,1,PC,false,true,false,false,Low-Difficulty
joperator1468,1,A,true,false,false,NA,Low-Difficulty
joperator1468,1,PA,false,true,false,false,Low-Difficulty
joperator1221,3,ST,true,false,true,NA,Low-Difficulty
joperator1221,3,PGSA,false,true,true,true,Low-Difficulty
joperator1221,3,PC,false,true,false,false,Low-Difficulty
joperator1221,3,PSC,false,true,true,false,Low-Difficulty
joperator1221,3,PGA,false,true,false,true,Low-Difficulty
joperator1221,3,A,true,false,false,NA,Low-Difficulty
joperator1221,3,SC,true,false,true,NA,Low-Difficulty
joperator1221,3,PSA,false,true,true,false,Low-Difficulty
joperator1221,3,PGC,false,true,false,true,Low-Difficulty
joperator1221,3,SA,true,false,true,NA,Low-Difficulty
joperator1221,3,PA,false,true,false,false,Low-Difficulty
joperator1221,3,PGSC,false,true,true,true,Low-Difficulty
joperator1221,3,C,true,false,false,NA,Low-Difficulty
j2d_arrays1494,1,PC,false,true,false,false,Low-Difficulty
jvariable1213,1,PC,false,true,false,false,Low-Difficulty
joperator1218,3,PGSA,false,true,true,true,Low-Difficulty
joperator1218,3,PC,false,true,false,false,Low-Difficulty
joperator1218,3,PGA,false,true,false,true,Low-Difficulty
joperator1218,3,B,false,false,false,NA,Low-Difficulty
joperator1218,3,PA,false,true,false,false,Low-Difficulty
j2d_arrays1238,1,PC,false,true,false,false,Low-Difficulty
j2d_arrays1238,1,PA,false,true,false,false,Low-Difficulty
jInheritance4501,2,PGSA,false,true,true,true,High-Difficulty
jInheritance4501,2,PGC,false,true,false,true,High-Difficulty
jInheritance4501,2,PGSC,false,true,true,true,High-Difficulty
jInheritance4501,2,C,true,false,false,NA,High-Difficulty
j2d_arrays1237,1,ST,true,false,true,NA,Low-Difficulty
j2d_arrays1237,1,PC,false,true,false,false,Low-Difficulty
j2d_arrays1237,1,PSC,false,true,true,false,Low-Difficulty
j2d_arrays1237,1,A,true,false,false,NA,Low-Difficulty
j2d_arrays1237,1,PSA,false,true,true,false,Low-Difficulty
j2d_arrays1237,1,SA,true,false,true,NA,Low-Difficulty
j2d_arrays1237,1,PA,false,true,false,false,Low-Difficulty
j2d_arrays1237,1,C,true,false,false,NA,Low-Difficulty
jdouble1208,2,ST,true,false,true,NA,Low-Difficulty
jdouble1208,2,PSA,false,true,true,false,Low-Difficulty
jdouble1208,2,SA,true,false,true,NA,Low-Difficulty
jdouble1208,2,C,true,false,false,NA,Low-Difficulty
jincrement468,1,PC,false,true,false,false,Low-Difficulty
jincrement468,1,PSC,false,true,true,false,Low-Difficulty
jincrement468,1,A,true,false,false,NA,Low-Difficulty
jincrement468,1,PA,false,true,false,false,Low-Difficulty
jincrement469,1,PC,false,true,false,false,Low-Difficulty
jincrement469,1,PA,false,true,false,false,Low-Difficulty
jincrement221,1,ST,true,false,true,NA,Low-Difficulty
jincrement221,1,PSC,false,true,true,false,Low-Difficulty
jincrement221,1,PA,false,true,false,false,Low-Difficulty
j2d_arrays1243,3,ST,true,false,true,NA,Low-Difficulty
j2d_arrays1243,3,PGSA,false,true,true,true,Low-Difficulty
j2d_arrays1243,3,PC,false,true,false,false,Low-Difficulty
j2d_arrays1243,3,PSC,false,true,true,false,Low-Difficulty
j2d_arrays1243,3,PGA,false,true,false,true,Low-Difficulty
j2d_arrays1243,3,A,true,false,false,NA,Low-Difficulty
j2d_arrays1243,3,SC,true,false,true,NA,Low-Difficulty
j2d_arrays1243,3,PSA,false,true,true,false,Low-Difficulty
j2d_arrays1243,3,PGC,false,true,false,true,Low-Difficulty
j2d_arrays1243,3,SA,true,false,true,NA,Low-Difficulty
j2d_arrays1243,3,PA,false,true,false,false,Low-Difficulty
j2d_arrays1243,3,PGSC,false,true,true,true,Low-Difficulty
j2d_arrays1243,3,C,true,false,false,NA,Low-Difficulty
jarray2237,2,ST,true,false,true,NA,High-Difficulty
jarray2237,2,PGSA,false,true,true,true,High-Difficulty
jarray2237,2,PC,false,true,false,false,High-Difficulty
jarray2237,2,PSC,false,true,true,false,High-Difficulty
jarray2237,2,PGA,false,true,false,true,High-Difficulty
jarray2237,2,B,false,false,false,NA,High-Difficulty
jarray2237,2,PSA,false,true,true,false,High-Difficulty
jarray2237,2,SA,true,false,true,NA,High-Difficulty
jarray2237,2,PA,false,true,false,false,High-Difficulty
j2d_arrays1244,3,ST,true,false,true,NA,Low-Difficulty
j2d_arrays1244,3,PGSA,false,true,true,true,Low-Difficulty
j2d_arrays1244,3,PC,false,true,false,false,Low-Difficulty
j2d_arrays1244,3,PSC,false,true,true,false,Low-Difficulty
j2d_arrays1244,3,PGA,false,true,false,true,Low-Difficulty
j2d_arrays1244,3,A,true,false,false,NA,Low-Difficulty
j2d_arrays1244,3,SC,true,false,true,NA,Low-Difficulty
j2d_arrays1244,3,PSA,false,true,true,false,Low-Difficulty
j2d_arrays1244,3,PGC,false,true,false,true,Low-Difficulty
j2d_arrays1244,3,PA,false,true,false,false,Low-Difficulty
j2d_arrays1244,3,PGSC,false,true,true,true,Low-Difficulty
j2d_arrays1244,3,C,true,false,false,NA,Low-Difficulty
jInheritance2210,2,PSC,false,true,true,false,High-Difficulty
jInheritance2210,2,PSA,false,true,true,false,High-Difficulty
jInheritance2210,2,SA,true,false,true,NA,High-Difficulty
jarray2238,2,ST,true,false,true,NA,High-Difficulty
jarray2238,2,PGSA,false,true,true,true,High-Difficulty
jarray2238,2,PC,false,true,false,false,High-Difficulty
jarray2238,2,PSC,false,true,true,false,High-Difficulty
jarray2238,2,A,true,false,false,NA,High-Difficulty
jarray2238,2,PSA,false,true,true,false,High-Difficulty
jarray2238,2,SA,true,false,true,NA,High-Difficulty
jarray2238,2,PA,false,true,false,false,High-Difficulty
jarray2238,2,C,true,false,false,NA,High-Difficulty
jarray1490,2,C,true,false,false,NA,High-Difficulty
jfor1485,1,ST,true,false,true,NA,Low-Difficulty
jfor1485,1,PGSA,false,true,true,true,Low-Difficulty
jfor1485,1,PSC,false,true,true,false,Low-Difficulty
jfor1485,1,PGA,false,true,false,true,Low-Difficulty
jfor1485,1,PSA,false,true,true,false,Low-Difficulty
jfor1485,1,SA,true,false,true,NA,Low-Difficulty
jfor1485,1,PGSC,false,true,true,true,Low-Difficulty
jfor1485,1,C,true,false,false,NA,Low-Difficulty
jfor1484,1,ST,true,false,true,NA,Low-Difficulty
jfor1484,1,PC,false,true,false,false,Low-Difficulty
jfor1484,1,PGA,false,true,false,true,Low-Difficulty
jfor1484,1,A,true,false,false,NA,Low-Difficulty
jfor1484,1,PA,false,true,false,false,Low-Difficulty
jarray1491,1,PC,false,true,false,false,High-Difficulty
jarray1491,1,PGA,false,true,false,true,High-Difficulty
jarray1491,1,PGC,false,true,false,true,High-Difficulty
jarray1491,1,PA,false,true,false,false,High-Difficulty
jfor1482,2,PGSA,false,true,true,true,Low-Difficulty
jarray1493,1,C,true,false,false,NA,High-Difficulty
jif_else5230,1,PC,false,true,false,false,High-Difficulty
jif_else5230,1,SC,true,false,true,NA,High-Difficulty
jif_else5230,1,PA,false,true,false,false,High-Difficulty
jif_else5230,1,C,true,false,false,NA,High-Difficulty
jdouble1215,3,ST,true,false,true,NA,Low-Difficulty
jdouble1215,3,PGSA,false,true,true,true,Low-Difficulty
jdouble1215,3,PC,false,true,false,false,Low-Difficulty
jdouble1215,3,PSC,false,true,true,false,Low-Difficulty
jdouble1215,3,PGA,false,true,false,true,Low-Difficulty
jdouble1215,3,A,true,false,false,NA,Low-Difficulty
jdouble1215,3,SC,true,false,true,NA,Low-Difficulty
jdouble1215,3,PSA,false,true,true,false,Low-Difficulty
jdouble1215,3,PGC,false,true,false,true,Low-Difficulty
jdouble1215,3,SA,true,false,true,NA,Low-Difficulty
jdouble1215,3,PA,false,true,false,false,Low-Difficulty
jdouble1215,3,PGSC,false,true,true,true,Low-Difficulty
jdouble1215,3,C,true,false,false,NA,Low-Difficulty
jif_else5235,1,PC,false,true,false,false,High-Difficulty
jif_else5235,1,PA,false,true,false,false,High-Difficulty
jfor1238,2,PC,false,true,false,false,Low-Difficulty
jfor1238,2,PSC,false,true,true,false,Low-Difficulty
jfor1238,2,PGA,false,true,false,true,Low-Difficulty
jfor1238,2,A,true,false,false,NA,Low-Difficulty
jfor1238,2,PA,false,true,false,false,Low-Difficulty
joperator1243,1,PC,false,true,false,false,Low-Difficulty
joperator1243,1,PSC,false,true,true,false,Low-Difficulty
joperator1243,1,SC,true,false,true,NA,Low-Difficulty
joperator1243,1,PSA,false,true,true,false,Low-Difficulty
joperator1243,1,SA,true,false,true,NA,Low-Difficulty
jfor1236,2,PGC,false,true,false,true,Low-Difficulty
jarray2469,1,ST,true,false,true,NA,High-Difficulty
jarray2469,1,PC,false,true,false,false,High-Difficulty
jarray2469,1,PSC,false,true,true,false,High-Difficulty
jarray2469,1,A,true,false,false,NA,High-Difficulty
jarray2469,1,PSA,false,true,true,false,High-Difficulty
jarray2469,1,PA,false,true,false,false,High-Difficulty
jfor1234,3,PGSA,false,true,true,true,Low-Difficulty
jfor1234,3,PSC,false,true,true,false,Low-Difficulty
jfor1234,3,PGA,false,true,false,true,Low-Difficulty
jfor1234,3,PSA,false,true,true,false,Low-Difficulty
jfor1234,3,PGSC,false,true,true,true,Low-Difficulty
jfor1234,3,C,true,false,false,NA,Low-Difficulty
jbankaccount489,1,ST,true,false,true,NA,High-Difficulty
jInheritance1211,2,C,true,false,false,NA,High-Difficulty
jInheritance1210,2,SA,true,false,true,NA,High-Difficulty
jarray1243,1,PGSA,false,true,true,true,High-Difficulty
jarray1243,1,PC,false,true,false,false,High-Difficulty
jarray1243,1,PSC,false,true,true,false,High-Difficulty
jarray1243,1,SC,true,false,true,NA,High-Difficulty
jarray1243,1,PSA,false,true,true,false,High-Difficulty
jarray1243,1,SA,true,false,true,NA,High-Difficulty
jarray1243,1,PA,false,true,false,false,High-Difficulty
jbankaccount480,1,PSC,false,true,true,false,High-Difficulty
jbankaccount480,1,SC,true,false,true,NA,High-Difficulty
jbankaccount480,1,PSA,false,true,true,false,High-Difficulty
jbankaccount480,1,C,true,false,false,NA,High-Difficulty
jdouble1468,1,PC,false,true,false,false,Low-Difficulty
jdouble1468,1,A,true,false,false,NA,Low-Difficulty
jdouble1468,1,PA,false,true,false,false,Low-Difficulty
jif_else5221,2,PSC,false,true,true,false,High-Difficulty
jif_else5221,2,A,true,false,false,NA,High-Difficulty
jif_else5221,2,SC,true,false,true,NA,High-Difficulty
jif_else5221,2,PSA,false,true,true,false,High-Difficulty
jif_else5221,2,SA,true,false,true,NA,High-Difficulty
jif_else5221,2,PA,false,true,false,false,High-Difficulty
jif_else5221,2,C,true,false,false,NA,High-Difficulty
jboolean_operators1469,2,ST,true,false,true,NA,Low-Difficulty
jboolean_operators1469,2,PGSA,false,true,true,true,Low-Difficulty
jboolean_operators1469,2,PC,false,true,false,false,Low-Difficulty
jboolean_operators1469,2,PSC,false,true,true,false,Low-Difficulty
jboolean_operators1469,2,PGA,false,true,false,true,Low-Difficulty
jboolean_operators1469,2,A,true,false,false,NA,Low-Difficulty
jboolean_operators1469,2,SC,true,false,true,NA,Low-Difficulty
jboolean_operators1469,2,PSA,false,true,true,false,Low-Difficulty
jboolean_operators1469,2,SA,true,false,true,NA,Low-Difficulty
jboolean_operators1469,2,PA,false,true,false,false,Low-Difficulty
jboolean_operators1469,2,C,true,false,false,NA,Low-Difficulty
jif_else5469,1,PC,false,true,false,false,High-Difficulty
jif_else5469,1,PSC,false,true,true,false,High-Difficulty
jif_else5469,1,A,true,false,false,NA,High-Difficulty
jif_else5469,1,SC,true,false,true,NA,High-Difficulty
jif_else5469,1,PSA,false,true,true,false,High-Difficulty
jif_else5469,1,SA,true,false,true,NA,High-Difficulty
jif_else5469,1,PA,false,true,false,false,High-Difficulty
jif_else5226,2,ST,true,false,true,NA,High-Difficulty
jif_else5226,2,PGSA,false,true,true,true,High-Difficulty
jif_else5226,2,PC,false,true,false,false,High-Difficulty
jif_else5226,2,PSC,false,true,true,false,High-Difficulty
jif_else5226,2,PGA,false,true,false,true,High-Difficulty
jif_else5226,2,B,false,false,false,NA,High-Difficulty
jif_else5226,2,PSA,false,true,true,false,High-Difficulty
jif_else5226,2,PGC,false,true,false,true,High-Difficulty
jif_else5226,2,PA,false,true,false,false,High-Difficulty
jif_else5226,2,PGSC,false,true,true,true,High-Difficulty
jif_else5226,2,C,true,false,false,NA,High-Difficulty
jboolean_operators1464,3,PSC,false,true,true,false,Low-Difficulty
jboolean_operators1464,3,PSA,false,true,true,false,Low-Difficulty
jboolean_operators1464,3,C,true,false,false,NA,Low-Difficulty
jboolean_operators1463,2,PGSC,false,true,true,true,Low-Difficulty
jboolean_operators1463,2,C,true,false,false,NA,Low-Difficulty
jarray1487,1,PSC,false,true,true,false,High-Difficulty
jarray1487,1,PSA,false,true,true,false,High-Difficulty
jwhile3469,1,PC,false,true,false,false,Low-Difficulty
jwhile3469,1,PSC,false,true,true,false,Low-Difficulty
jwhile3469,1,A,true,false,false,NA,Low-Difficulty
jwhile3469,1,SC,true,false,true,NA,Low-Difficulty
jwhile3469,1,PSA,false,true,true,false,Low-Difficulty
jwhile3469,1,SA,true,false,true,NA,Low-Difficulty
jwhile3469,1,PA,false,true,false,false,Low-Difficulty
jarray1244,1,PGC,false,true,false,true,High-Difficulty
jarray1244,1,PGSC,false,true,true,true,High-Difficulty
jclasses_constructor210,3,A,true,false,false,NA,High-Difficulty
jclasses_constructor210,3,PA,false,true,false,false,High-Difficulty
jfor1469,1,PC,false,true,false,false,Low-Difficulty
jfor1469,1,PA,false,true,false,false,Low-Difficulty
jclasses_constructor211,2,PGSA,false,true,true,true,High-Difficulty
jclasses_constructor211,2,PC,false,true,false,false,High-Difficulty
jclasses_constructor211,2,PGA,false,true,false,true,High-Difficulty
jclasses_constructor211,2,A,true,false,false,NA,High-Difficulty
jclasses_constructor211,2,PGC,false,true,false,true,High-Difficulty
jclasses_constructor211,2,PA,false,true,false,false,High-Difficulty
jclasses_constructor211,2,PGSC,false,true,true,true,High-Difficulty
jclasses_constructor212,2,PGSA,false,true,true,true,High-Difficulty
jclasses_constructor212,2,PC,false,true,false,false,High-Difficulty
jclasses_constructor212,2,PSC,false,true,true,false,High-Difficulty
jclasses_constructor212,2,PGA,false,true,false,true,High-Difficulty
jclasses_constructor212,2,A,true,false,false,NA,High-Difficulty
jclasses_constructor212,2,PSA,false,true,true,false,High-Difficulty
jclasses_constructor212,2,PGC,false,true,false,true,High-Difficulty
jclasses_constructor212,2,PA,false,true,false,false,High-Difficulty
jclasses_constructor212,2,PGSC,false,true,true,true,High-Difficulty
jclasses_constructor212,2,C,true,false,false,NA,High-Difficulty
jclasses_constructor213,2,PGSA,false,true,true,true,High-Difficulty
jclasses_constructor213,2,PC,false,true,false,false,High-Difficulty
jclasses_constructor213,2,PSC,false,true,true,false,High-Difficulty
jclasses_constructor213,2,PGA,false,true,false,true,High-Difficulty
jclasses_constructor213,2,PSA,false,true,true,false,High-Difficulty
jclasses_constructor213,2,PGC,false,true,false,true,High-Difficulty
jclasses_constructor213,2,PA,false,true,false,false,High-Difficulty
jclasses_constructor213,2,PGSC,false,true,true,true,High-Difficulty
jclasses_constructor213,2,C,true,false,false,NA,High-Difficulty
jInheritance2497,2,PC,false,true,false,false,High-Difficulty
jInheritance2497,2,PGA,false,true,false,true,High-Difficulty
jInheritance2497,2,A,true,false,false,NA,High-Difficulty
jInheritance2497,2,PGC,false,true,false,true,High-Difficulty
jInheritance2497,2,PA,false,true,false,false,High-Difficulty
jInheritance2498,1,PC,false,true,false,false,High-Difficulty
jInheritance2498,1,PGA,false,true,false,true,High-Difficulty
jInheritance2498,1,A,true,false,false,NA,High-Difficulty
jInheritance2498,1,PA,false,true,false,false,High-Difficulty
jdouble1489,1,ST,true,false,true,NA,Low-Difficulty
jif_else5218,2,PC,false,true,false,false,High-Difficulty
jif_else5218,2,PA,false,true,false,false,High-Difficulty
jwhile3234,1,PSC,false,true,true,false,Low-Difficulty
jwhile3233,1,PSC,false,true,true,false,Low-Difficulty
jwhile3233,1,PGA,false,true,false,true,Low-Difficulty
jwhile3233,1,PSA,false,true,true,false,Low-Difficulty
jwhile3233,1,PGC,false,true,false,true,Low-Difficulty
jwhile3233,1,PGSC,false,true,true,true,Low-Difficulty
jwhile3232,3,ST,true,false,true,NA,Low-Difficulty
jwhile3232,3,PGSA,false,true,true,true,Low-Difficulty
jwhile3232,3,PSC,false,true,true,false,Low-Difficulty
jwhile3232,3,PGA,false,true,false,true,Low-Difficulty
jwhile3232,3,PSA,false,true,true,false,Low-Difficulty
jwhile3232,3,PGC,false,true,false,true,Low-Difficulty
jwhile3232,3,SA,true,false,true,NA,Low-Difficulty
jwhile3232,3,PGSC,false,true,true,true,Low-Difficulty
jwhile3232,3,C,true,false,false,NA,Low-Difficulty
jwhile3479,3,ST,true,false,true,NA,Low-Difficulty
jwhile3479,3,PGSA,false,true,true,true,Low-Difficulty
jwhile3479,3,SC,true,false,true,NA,Low-Difficulty
jwhile3479,3,PGC,false,true,false,true,Low-Difficulty
jwhile3479,3,SA,true,false,true,NA,Low-Difficulty
jwhile3479,3,C,true,false,false,NA,Low-Difficulty
jbankaccount501,1,PGSA,false,true,true,true,High-Difficulty
jbankaccount501,1,PGSC,false,true,true,true,High-Difficulty
jInheritance2248,2,PGSA,false,true,true,true,High-Difficulty
jInheritance2248,2,PSC,false,true,true,false,High-Difficulty
jInheritance2248,2,SC,true,false,true,NA,High-Difficulty
jInheritance2248,2,SA,true,false,true,NA,High-Difficulty
jInheritance2248,2,PGSC,false,true,true,true,High-Difficulty
jInheritance2248,2,C,true,false,false,NA,High-Difficulty
jdouble1498,1,PGSA,false,true,true,true,Low-Difficulty
jdouble1498,1,PC,false,true,false,false,Low-Difficulty
jdouble1498,1,PGA,false,true,false,true,Low-Difficulty
jdouble1498,1,PGC,false,true,false,true,Low-Difficulty
jdouble1498,1,PGSC,false,true,true,true,Low-Difficulty
jdouble1498,1,C,true,false,false,NA,Low-Difficulty
jwhile3487,1,PC,false,true,false,false,Low-Difficulty
jwhile3487,1,A,true,false,false,NA,Low-Difficulty
jwhile3487,1,PA,false,true,false,false,Low-Difficulty
jclass1501,1,PGSA,false,true,true,true,High-Difficulty
jclass1501,1,PGSC,false,true,true,true,High-Difficulty
jwhile3484,1,PC,false,true,false,false,Low-Difficulty
jwhile3484,1,PA,false,true,false,false,Low-Difficulty
jincrement219,3,ST,true,false,true,NA,Low-Difficulty
jincrement219,3,PGSA,false,true,true,true,Low-Difficulty
jincrement219,3,PC,false,true,false,false,Low-Difficulty
jincrement219,3,PGA,false,true,false,true,Low-Difficulty
jincrement219,3,A,true,false,false,NA,Low-Difficulty
jincrement219,3,PGC,false,true,false,true,Low-Difficulty
jincrement219,3,PA,false,true,false,false,Low-Difficulty
jincrement219,3,PGSC,false,true,true,true,Low-Difficulty
jincrement219,3,C,true,false,false,NA,Low-Difficulty
jwhile4221,2,PC,false,true,false,false,Low-Difficulty
jwhile4221,2,PSC,false,true,true,false,Low-Difficulty
jwhile4221,2,PA,false,true,false,false,Low-Difficulty
jwhile4221,2,C,true,false,false,NA,Low-Difficulty
jInheritance3211,2,C,true,false,false,NA,High-Difficulty
jwhile4225,2,ST,true,false,true,NA,Low-Difficulty
jwhile4225,2,PC,false,true,false,false,Low-Difficulty
jwhile4225,2,PSC,false,true,true,false,Low-Difficulty
jwhile4225,2,A,true,false,false,NA,Low-Difficulty
jwhile4225,2,SC,true,false,true,NA,Low-Difficulty
jwhile4225,2,PSA,false,true,true,false,Low-Difficulty
jwhile4225,2,SA,true,false,true,NA,Low-Difficulty
jwhile4225,2,PA,false,true,false,false,Low-Difficulty
jwhile4225,2,C,true,false,false,NA,Low-Difficulty
jwhile4226,2,PC,false,true,false,false,Low-Difficulty
jwhile4469,1,ST,true,false,true,NA,Low-Difficulty
jwhile4469,1,PC,false,true,false,false,Low-Difficulty
jwhile4469,1,PSC,false,true,true,false,Low-Difficulty
jwhile4469,1,A,true,false,false,NA,Low-Difficulty
jwhile4469,1,SC,true,false,true,NA,Low-Difficulty
jwhile4469,1,PSA,false,true,true,false,Low-Difficulty
jwhile4469,1,SA,true,false,true,NA,Low-Difficulty
jwhile4469,1,PA,false,true,false,false,Low-Difficulty
jarray2490,1,PGA,false,true,false,true,High-Difficulty
jarray2490,1,PGC,false,true,false,true,High-Difficulty
jInheritance1498,2,PC,false,true,false,false,High-Difficulty
jInheritance1498,2,PGA,false,true,false,true,High-Difficulty
jInheritance1498,2,A,true,false,false,NA,High-Difficulty
