item,mv,method,isstatic,isPersonalized,isStructural,isgoal,diff
jInheritance1498,2,PA,false,true,false,false,High-Difficulty
jincrement208,1,PSC,false,true,true,false,Low-Difficulty
jincrement208,1,SC,true,false,true,NA,Low-Difficulty
jincrement208,1,PSA,false,true,true,false,Low-Difficulty
jincrement208,1,SA,true,false,true,NA,Low-Difficulty
jincrement207,1,PSC,false,true,true,false,Low-Difficulty
jwhile4480,2,PGSA,false,true,true,true,Low-Difficulty
jwhile4480,2,PGA,false,true,false,true,Low-Difficulty
jwhile4480,2,PGSC,false,true,true,true,Low-Difficulty
jwhile4232,3,ST,true,false,true,NA,Low-Difficulty
jwhile4232,3,PGSA,false,true,true,true,Low-Difficulty
jwhile4232,3,PSC,false,true,true,false,Low-Difficulty
jwhile4232,3,PGA,false,true,false,true,Low-Difficulty
jwhile4232,3,B,false,false,false,NA,Low-Difficulty
jwhile4232,3,PSA,false,true,true,false,Low-Difficulty
jwhile4232,3,PGC,false,true,false,true,Low-Difficulty
jwhile4232,3,PGSC,false,true,true,true,Low-Difficulty
jwhile4232,3,C,true,false,false,NA,Low-Difficulty
jba_ques210,3,A,true,false,false,NA,High-Difficulty
jwhile4233,1,PGA,false,true,false,true,Low-Difficulty
jwhile4233,1,PGC,false,true,false,true,Low-Difficulty
jwhile4233,1,PGSC,false,true,true,true,Low-Difficulty
jba_ques211,2,ST,true,false,true,NA,High-Difficulty
jba_ques211,2,PGSA,false,true,true,true,High-Difficulty
jba_ques211,2,PC,false,true,false,false,High-Difficulty
jba_ques211,2,PSC,false,true,true,false,High-Difficulty
jba_ques211,2,PGA,false,true,false,true,High-Difficulty
jba_ques211,2,A,true,false,false,NA,High-Difficulty
jba_ques211,2,PSA,false,true,true,false,High-Difficulty
jba_ques211,2,PGC,false,true,false,true,High-Difficulty
jba_ques211,2,PA,false,true,false,false,High-Difficulty
jba_ques211,2,PGSC,false,true,true,true,High-Difficulty
jba_ques211,2,C,true,false,false,NA,High-Difficulty
jba_ques212,2,PC,false,true,false,false,High-Difficulty
jba_ques212,2,PSC,false,true,true,false,High-Difficulty
jba_ques212,2,PGA,false,true,false,true,High-Difficulty
jba_ques212,2,A,true,false,false,NA,High-Difficulty
jba_ques212,2,PSA,false,true,true,false,High-Difficulty
jba_ques212,2,PGC,false,true,false,true,High-Difficulty
jba_ques212,2,PA,false,true,false,false,High-Difficulty
jba_ques212,2,C,true,false,false,NA,High-Difficulty
jba_ques213,2,PGSA,false,true,true,true,High-Difficulty
jba_ques213,2,PC,false,true,false,false,High-Difficulty
jba_ques213,2,PSC,false,true,true,false,High-Difficulty
jba_ques213,2,PGA,false,true,false,true,High-Difficulty
jba_ques213,2,PSA,false,true,true,false,High-Difficulty
jba_ques213,2,PGC,false,true,false,true,High-Difficulty
jba_ques213,2,PGSC,false,true,true,true,High-Difficulty
jwhile4473,1,PC,false,true,false,false,Low-Difficulty
jwhile4473,1,PA,false,true,false,false,Low-Difficulty
jInheritance4241,2,PC,false,true,false,false,High-Difficulty
jInheritance4241,2,PSC,false,true,true,false,High-Difficulty
jInheritance4241,2,SC,true,false,true,NA,High-Difficulty
jInheritance4241,2,PSA,false,true,true,false,High-Difficulty
jInheritance4241,2,PA,false,true,false,false,High-Difficulty
jInheritance3498,1,PC,false,true,false,false,High-Difficulty
jInheritance3498,1,PGA,false,true,false,true,High-Difficulty
jInheritance3498,1,A,true,false,false,NA,High-Difficulty
jInheritance3498,1,PA,false,true,false,false,High-Difficulty
jboolean_var229,2,ST,true,false,true,NA,Low-Difficulty
jboolean_var229,2,PGSA,false,true,true,true,Low-Difficulty
jboolean_var229,2,PC,false,true,false,false,Low-Difficulty
jboolean_var229,2,PSC,false,true,true,false,Low-Difficulty
jboolean_var229,2,PGA,false,true,false,true,Low-Difficulty
jboolean_var229,2,A,true,false,false,NA,Low-Difficulty
jboolean_var229,2,SC,true,false,true,NA,Low-Difficulty
jboolean_var229,2,PSA,false,true,true,false,Low-Difficulty
jboolean_var229,2,PGC,false,true,false,true,Low-Difficulty
jboolean_var229,2,SA,true,false,true,NA,Low-Difficulty
jboolean_var229,2,PA,false,true,false,false,Low-Difficulty
jboolean_var229,2,PGSC,false,true,true,true,Low-Difficulty
jboolean_var229,2,C,true,false,false,NA,Low-Difficulty
jboolean_var469,1,ST,true,false,true,NA,Low-Difficulty
jboolean_var469,1,PGSA,false,true,true,true,Low-Difficulty
jboolean_var469,1,PGA,false,true,false,true,Low-Difficulty
jboolean_var469,1,B,false,false,false,NA,Low-Difficulty
jarray4243,1,ST,true,false,true,NA,High-Difficulty
jarray4243,1,PGSA,false,true,true,true,High-Difficulty
jarray4243,1,PC,false,true,false,false,High-Difficulty
jarray4243,1,PSC,false,true,true,false,High-Difficulty
jarray4243,1,A,true,false,false,NA,High-Difficulty
jarray4243,1,SC,true,false,true,NA,High-Difficulty
jarray4243,1,PSA,false,true,true,false,High-Difficulty
jarray4243,1,SA,true,false,true,NA,High-Difficulty
jarray4243,1,PA,false,true,false,false,High-Difficulty
jarray4243,1,PGSC,false,true,true,true,High-Difficulty
jarray4243,1,C,true,false,false,NA,High-Difficulty
jInheritance1501,3,PGSA,false,true,true,true,High-Difficulty
jInheritance1501,3,PGSC,false,true,true,true,High-Difficulty
jInheritance1501,3,C,true,false,false,NA,High-Difficulty
jInheritance3248,2,ST,true,false,true,NA,High-Difficulty
jInheritance3248,2,PGSA,false,true,true,true,High-Difficulty
jInheritance3248,2,PSC,false,true,true,false,High-Difficulty
jInheritance3248,2,SC,true,false,true,NA,High-Difficulty
jInheritance3248,2,PSA,false,true,true,false,High-Difficulty
jInheritance3248,2,SA,true,false,true,NA,High-Difficulty
jInheritance3248,2,PGSC,false,true,true,true,High-Difficulty
jInheritance3248,2,C,true,false,false,NA,High-Difficulty
jboolean_var463,2,PGSA,false,true,true,true,Low-Difficulty
jboolean_var463,2,PGSC,false,true,true,true,Low-Difficulty
jarray2500,1,PGC,false,true,false,true,High-Difficulty
jarray2500,1,PGSC,false,true,true,true,High-Difficulty
jInheritance3497,2,PC,false,true,false,false,High-Difficulty
jInheritance3497,2,PGA,false,true,false,true,High-Difficulty
jInheritance3497,2,A,true,false,false,NA,High-Difficulty
jInheritance3497,2,PGC,false,true,false,true,High-Difficulty
jInheritance3497,2,PA,false,true,false,false,High-Difficulty
jba_ques480,1,PSC,false,true,true,false,High-Difficulty
jba_ques480,1,SC,true,false,true,NA,High-Difficulty
jba_ques480,1,PSA,false,true,true,false,High-Difficulty
jba_ques480,1,C,true,false,false,NA,High-Difficulty
jarray4238,2,ST,true,false,true,NA,High-Difficulty
jarray4238,2,PGSA,false,true,true,true,High-Difficulty
jarray4238,2,PC,false,true,false,false,High-Difficulty
jarray4238,2,PSC,false,true,true,false,High-Difficulty
jarray4238,2,PGA,false,true,false,true,High-Difficulty
jarray4238,2,A,true,false,false,NA,High-Difficulty
jarray4238,2,SC,true,false,true,NA,High-Difficulty
jarray4238,2,PSA,false,true,true,false,High-Difficulty
jarray4238,2,PGC,false,true,false,true,High-Difficulty
jarray4238,2,SA,true,false,true,NA,High-Difficulty
jarray4238,2,PA,false,true,false,false,High-Difficulty
jarray4238,2,PGSC,false,true,true,true,High-Difficulty
jarray4238,2,C,true,false,false,NA,High-Difficulty
jarray4239,3,ST,true,false,true,NA,High-Difficulty
jarray4239,3,PGSA,false,true,true,true,High-Difficulty
jarray4239,3,PC,false,true,false,false,High-Difficulty
jarray4239,3,PSC,false,true,true,false,High-Difficulty
jarray4239,3,PGA,false,true,false,true,High-Difficulty
jarray4239,3,A,true,false,false,NA,High-Difficulty
jarray4239,3,SC,true,false,true,NA,High-Difficulty
jarray4239,3,PSA,false,true,true,false,High-Difficulty
jarray4239,3,PGC,false,true,false,true,High-Difficulty
jarray4239,3,SA,true,false,true,NA,High-Difficulty
jarray4239,3,PA,false,true,false,false,High-Difficulty
jarray4239,3,PGSC,false,true,true,true,High-Difficulty
jarray4239,3,C,true,false,false,NA,High-Difficulty
jboolean_var231,3,ST,true,false,true,NA,Low-Difficulty
jboolean_var231,3,PC,false,true,false,false,Low-Difficulty
jboolean_var231,3,PSC,false,true,true,false,Low-Difficulty
jboolean_var231,3,PGA,false,true,false,true,Low-Difficulty
jboolean_var231,3,A,true,false,false,NA,Low-Difficulty
jboolean_var231,3,PSA,false,true,true,false,Low-Difficulty
jboolean_var231,3,PGC,false,true,false,true,Low-Difficulty
jboolean_var231,3,PA,false,true,false,false,Low-Difficulty
jboolean_var231,3,C,true,false,false,NA,Low-Difficulty
jboolean_var230,3,PGSA,false,true,true,true,Low-Difficulty
jboolean_var230,3,PC,false,true,false,false,Low-Difficulty
jboolean_var230,3,PSC,false,true,true,false,Low-Difficulty
jboolean_var230,3,A,true,false,false,NA,Low-Difficulty
jboolean_var230,3,SC,true,false,true,NA,Low-Difficulty
jboolean_var230,3,PSA,false,true,true,false,Low-Difficulty
jboolean_var230,3,SA,true,false,true,NA,Low-Difficulty
jboolean_var230,3,PA,false,true,false,false,Low-Difficulty
jboolean_var230,3,PGSC,false,true,true,true,Low-Difficulty
jboolean_var230,3,C,true,false,false,NA,Low-Difficulty
jInheritance4211,2,A,true,false,false,NA,High-Difficulty
jInheritance4211,2,C,true,false,false,NA,High-Difficulty
jarray4237,2,PC,false,true,false,false,High-Difficulty
jarray4237,2,PGA,false,true,false,true,High-Difficulty
jarray4237,2,PA,false,true,false,false,High-Difficulty
jfor2234,3,PGSA,false,true,true,true,Low-Difficulty
jfor2234,3,PSC,false,true,true,false,Low-Difficulty
jfor2234,3,PGA,false,true,false,true,Low-Difficulty
jfor2234,3,PSA,false,true,true,false,Low-Difficulty
jfor2234,3,PGSC,false,true,true,true,Low-Difficulty
jfor2234,3,C,true,false,false,NA,Low-Difficulty
jfor2236,2,PGC,false,true,false,true,Low-Difficulty
j2d_arrays1208,1,PSC,false,true,true,false,Low-Difficulty
j2d_arrays1208,1,SC,true,false,true,NA,Low-Difficulty
j2d_arrays1208,1,SA,true,false,true,NA,Low-Difficulty
jfor2238,2,ST,true,false,true,NA,Low-Difficulty
jfor2238,2,PSC,false,true,true,false,Low-Difficulty
jfor2238,2,PGA,false,true,false,true,Low-Difficulty
jfor2238,2,A,true,false,false,NA,Low-Difficulty
jfor2238,2,PSA,false,true,true,false,Low-Difficulty
jfor2238,2,SA,true,false,true,NA,Low-Difficulty
jfor2238,2,PA,false,true,false,false,Low-Difficulty
jInheritance3501,2,PGSA,false,true,true,true,High-Difficulty
jInheritance3501,2,PGSC,false,true,true,true,High-Difficulty
jInheritance3501,2,C,true,false,false,NA,High-Difficulty
jclass1211,2,ST,true,false,true,NA,High-Difficulty
jclass1211,2,PGSA,false,true,true,true,High-Difficulty
jclass1211,2,PC,false,true,false,false,High-Difficulty
jclass1211,2,PSC,false,true,true,false,High-Difficulty
jclass1211,2,PGA,false,true,false,true,High-Difficulty
jclass1211,2,A,true,false,false,NA,High-Difficulty
jclass1211,2,PSA,false,true,true,false,High-Difficulty
jclass1211,2,PGC,false,true,false,true,High-Difficulty
jclass1211,2,PA,false,true,false,false,High-Difficulty
jclass1211,2,PGSC,false,true,true,true,High-Difficulty
jclass1211,2,C,true,false,false,NA,High-Difficulty
jboolean_operators1473,3,ST,true,false,true,NA,Low-Difficulty
jboolean_operators1473,3,PGA,false,true,false,true,Low-Difficulty
jboolean_operators1473,3,PGC,false,true,false,true,Low-Difficulty
jboolean_operators1473,3,PGSC,false,true,true,true,Low-Difficulty
jclass1212,2,PC,false,true,false,false,High-Difficulty
jclass1212,2,PSC,false,true,true,false,High-Difficulty
jclass1212,2,PGA,false,true,false,true,High-Difficulty
jclass1212,2,A,true,false,false,NA,High-Difficulty
jclass1212,2,PSA,false,true,true,false,High-Difficulty
jclass1212,2,PGC,false,true,false,true,High-Difficulty
jclass1212,2,PA,false,true,false,false,High-Difficulty
jvariable1492,1,PGSA,false,true,true,true,Low-Difficulty
jvariable1492,1,PSC,false,true,true,false,Low-Difficulty
jvariable1492,1,SC,true,false,true,NA,Low-Difficulty
jvariable1492,1,PSA,false,true,true,false,Low-Difficulty
jvariable1492,1,PGC,false,true,false,true,Low-Difficulty
jvariable1492,1,SA,true,false,true,NA,Low-Difficulty
jboolean_operators1230,1,PGSA,false,true,true,true,Low-Difficulty
jboolean_operators1230,1,PC,false,true,false,false,Low-Difficulty
jboolean_operators1230,1,PGA,false,true,false,true,Low-Difficulty
jboolean_operators1230,1,A,true,false,false,NA,Low-Difficulty
jboolean_operators1230,1,B,false,false,false,NA,Low-Difficulty
jboolean_operators1230,1,PGC,false,true,false,true,Low-Difficulty
jboolean_operators1230,1,PA,false,true,false,false,Low-Difficulty
jboolean_operators1230,1,PGSC,false,true,true,true,Low-Difficulty
jclass1213,2,PGSA,false,true,true,true,High-Difficulty
jclass1213,2,PC,false,true,false,false,High-Difficulty
jclass1213,2,PSC,false,true,true,false,High-Difficulty
jclass1213,2,PGA,false,true,false,true,High-Difficulty
jclass1213,2,PSA,false,true,true,false,High-Difficulty
jclass1213,2,PGC,false,true,false,true,High-Difficulty
jclass1213,2,PA,false,true,false,false,High-Difficulty
jclass1213,2,PGSC,false,true,true,true,High-Difficulty
jclass1213,2,C,true,false,false,NA,High-Difficulty
jba_ques501,1,PGSA,false,true,true,true,High-Difficulty
jba_ques501,1,PGSC,false,true,true,true,High-Difficulty
jclass1215,1,SC,true,false,true,NA,High-Difficulty
jclass1215,1,SA,true,false,true,NA,High-Difficulty
jarray4500,1,PC,false,true,false,false,High-Difficulty
jarray4500,1,PGC,false,true,false,true,High-Difficulty
jarray4500,1,PA,false,true,false,false,High-Difficulty
jarray4500,1,PGSC,false,true,true,true,High-Difficulty
jarray1238,1,PGSA,false,true,true,true,High-Difficulty
jarray1238,1,PC,false,true,false,false,High-Difficulty
jarray1238,1,PSC,false,true,true,false,High-Difficulty
jarray1238,1,PGA,false,true,false,true,High-Difficulty
jarray1238,1,A,true,false,false,NA,High-Difficulty
jarray1238,1,SC,true,false,true,NA,High-Difficulty
jarray1238,1,PGC,false,true,false,true,High-Difficulty
jarray1238,1,SA,true,false,true,NA,High-Difficulty
jarray1238,1,PA,false,true,false,false,High-Difficulty
jarray1238,1,PGSC,false,true,true,true,High-Difficulty
jarray1237,2,ST,true,false,true,NA,High-Difficulty
jarray1237,2,PGSA,false,true,true,true,High-Difficulty
jarray1237,2,PC,false,true,false,false,High-Difficulty
jarray1237,2,PGA,false,true,false,true,High-Difficulty
jarray1237,2,A,true,false,false,NA,High-Difficulty
jarray1237,2,PGC,false,true,false,true,High-Difficulty
jarray1237,2,PA,false,true,false,false,High-Difficulty
jarray1237,2,C,true,false,false,NA,High-Difficulty
jfor2484,1,PGA,false,true,false,true,Low-Difficulty
jfor2484,1,B,false,false,false,NA,Low-Difficulty
jfor2485,1,ST,true,false,true,NA,Low-Difficulty
jfor2485,1,PGSA,false,true,true,true,Low-Difficulty
jfor2485,1,PSC,false,true,true,false,Low-Difficulty
jfor2485,1,PGA,false,true,false,true,Low-Difficulty
jfor2485,1,A,true,false,false,NA,Low-Difficulty
jfor2485,1,SC,true,false,true,NA,Low-Difficulty
jfor2485,1,PSA,false,true,true,false,Low-Difficulty
jfor2485,1,PGSC,false,true,true,true,Low-Difficulty
jfor2485,1,C,true,false,false,NA,Low-Difficulty
jarray1239,1,PGSA,false,true,true,true,High-Difficulty
jarray1239,1,A,true,false,false,NA,High-Difficulty
jarray1239,1,PGSC,false,true,true,true,High-Difficulty
jfor2487,2,PGA,false,true,false,true,Low-Difficulty
jbankaccount220,1,ST,true,false,true,NA,High-Difficulty
jbankaccount220,1,SC,true,false,true,NA,High-Difficulty
jbankaccount220,1,PSA,false,true,true,false,High-Difficulty
jbankaccount220,1,SA,true,false,true,NA,High-Difficulty
jvariable1484,2,ST,true,false,true,NA,Low-Difficulty
jvariable1484,2,PGA,false,true,false,true,Low-Difficulty
jvariable1484,2,PGSC,false,true,true,true,Low-Difficulty
jvariable1484,2,C,true,false,false,NA,Low-Difficulty
jarray1469,1,PSC,false,true,true,false,High-Difficulty
jarray1469,1,SC,true,false,true,NA,High-Difficulty
jarray1469,1,PSA,false,true,true,false,High-Difficulty
jarray1469,1,SA,true,false,true,NA,High-Difficulty
jfor2494,1,PC,false,true,false,false,Low-Difficulty
jfor2494,1,PSC,false,true,true,false,Low-Difficulty
jfor2494,1,PA,false,true,false,false,Low-Difficulty
jfor1487,1,PC,false,true,false,false,Low-Difficulty
jfor1487,1,PSC,false,true,true,false,Low-Difficulty
jfor1487,1,PGA,false,true,false,true,Low-Difficulty
jfor1487,1,A,true,false,false,NA,Low-Difficulty
jfor1487,1,B,false,false,false,NA,Low-Difficulty
jfor1487,1,PA,false,true,false,false,Low-Difficulty
jfor1487,1,C,true,false,false,NA,Low-Difficulty
jfor1486,1,PGSC,false,true,true,true,Low-Difficulty
jbankaccount215,1,ST,true,false,true,NA,High-Difficulty
jbankaccount215,1,SC,true,false,true,NA,High-Difficulty
jbankaccount215,1,SA,true,false,true,NA,High-Difficulty
jbankaccount213,2,PGSA,false,true,true,true,High-Difficulty
jbankaccount213,2,PC,false,true,false,false,High-Difficulty
jbankaccount213,2,PSC,false,true,true,false,High-Difficulty
jbankaccount213,2,PGA,false,true,false,true,High-Difficulty
jbankaccount213,2,PSA,false,true,true,false,High-Difficulty
jbankaccount213,2,PGC,false,true,false,true,High-Difficulty
jbankaccount213,2,PA,false,true,false,false,High-Difficulty
jbankaccount213,2,PGSC,false,true,true,true,High-Difficulty
jbankaccount213,2,C,true,false,false,NA,High-Difficulty
jbankaccount212,2,PC,false,true,false,false,High-Difficulty
jbankaccount212,2,PSC,false,true,true,false,High-Difficulty
jbankaccount212,2,PGA,false,true,false,true,High-Difficulty
jbankaccount212,2,A,true,false,false,NA,High-Difficulty
jbankaccount212,2,PSA,false,true,true,false,High-Difficulty
jbankaccount212,2,PGC,false,true,false,true,High-Difficulty
jbankaccount212,2,PA,false,true,false,false,High-Difficulty
jbankaccount211,2,PGSA,false,true,true,true,High-Difficulty
jbankaccount211,2,PC,false,true,false,false,High-Difficulty
jbankaccount211,2,PSC,false,true,true,false,High-Difficulty
jbankaccount211,2,PGA,false,true,false,true,High-Difficulty
jbankaccount211,2,A,true,false,false,NA,High-Difficulty
jbankaccount211,2,PGC,false,true,false,true,High-Difficulty
jbankaccount211,2,PA,false,true,false,false,High-Difficulty
jbankaccount211,2,PGSC,false,true,true,true,High-Difficulty
jbankaccount211,2,C,true,false,false,NA,High-Difficulty
jbankaccount210,3,A,true,false,false,NA,High-Difficulty
jbankaccount210,3,PA,false,true,false,false,High-Difficulty
jif_else1469,3,ST,true,false,true,NA,Low-Difficulty
jif_else1469,3,PGSA,false,true,true,true,Low-Difficulty
jif_else1469,3,PC,false,true,false,false,Low-Difficulty
jif_else1469,3,PSC,false,true,true,false,Low-Difficulty
jif_else1469,3,PGA,false,true,false,true,Low-Difficulty
jif_else1469,3,A,true,false,false,NA,Low-Difficulty
jif_else1469,3,B,false,false,false,NA,Low-Difficulty
jif_else1469,3,PGC,false,true,false,true,Low-Difficulty
jif_else1469,3,PA,false,true,false,false,Low-Difficulty
jif_else1225,3,ST,true,false,true,NA,Low-Difficulty
jif_else1225,3,PGSA,false,true,true,true,Low-Difficulty
jif_else1225,3,PC,false,true,false,false,Low-Difficulty
jif_else1225,3,PSC,false,true,true,false,Low-Difficulty
jif_else1225,3,A,true,false,false,NA,Low-Difficulty
jif_else1225,3,SC,true,false,true,NA,Low-Difficulty
jif_else1225,3,PSA,false,true,true,false,Low-Difficulty
jif_else1225,3,SA,true,false,true,NA,Low-Difficulty
jif_else1225,3,PA,false,true,false,false,Low-Difficulty
jif_else1225,3,PGSC,false,true,true,true,Low-Difficulty
jif_else1225,3,C,true,false,false,NA,Low-Difficulty
jif_else1463,3,PGSA,false,true,true,true,Low-Difficulty
jif_else1463,3,PGA,false,true,false,true,Low-Difficulty
jif_else1463,3,PGSC,false,true,true,true,Low-Difficulty
jif_else1463,3,C,true,false,false,NA,Low-Difficulty
jclasses_constructor480,1,PSC,false,true,true,false,High-Difficulty
jclasses_constructor480,1,SC,true,false,true,NA,High-Difficulty
jclasses_constructor480,1,PSA,false,true,true,false,High-Difficulty
jclasses_constructor480,1,C,true,false,false,NA,High-Difficulty
jInheritance2501,3,PGSA,false,true,true,true,High-Difficulty
jInheritance2501,3,PGSC,false,true,true,true,High-Difficulty
jInheritance2501,3,C,true,false,false,NA,High-Difficulty
jInheritance4248,2,ST,true,false,true,NA,High-Difficulty
jInheritance4248,2,PGSA,false,true,true,true,High-Difficulty
jInheritance4248,2,PSC,false,true,true,false,High-Difficulty
jInheritance4248,2,SC,true,false,true,NA,High-Difficulty
jInheritance4248,2,PSA,false,true,true,false,High-Difficulty
jInheritance4248,2,SA,true,false,true,NA,High-Difficulty
jInheritance4248,2,PGSC,false,true,true,true,High-Difficulty
jInheritance4248,2,C,true,false,false,NA,High-Difficulty
jif_else1230,1,PGSA,false,true,true,true,Low-Difficulty
jif_else1230,1,PC,false,true,false,false,Low-Difficulty
jif_else1230,1,PSC,false,true,true,false,Low-Difficulty
jif_else1230,1,PGA,false,true,false,true,Low-Difficulty
jif_else1230,1,PA,false,true,false,false,Low-Difficulty
jif_else1230,1,PGSC,false,true,true,true,Low-Difficulty
jvariable1221,1,PC,false,true,false,false,Low-Difficulty
jvariable1221,1,A,true,false,false,NA,Low-Difficulty
jvariable1221,1,PA,false,true,false,false,Low-Difficulty
jvariable1469,1,PC,false,true,false,false,Low-Difficulty
jvariable1469,1,B,false,false,false,NA,Low-Difficulty
jvariable1469,1,PA,false,true,false,false,Low-Difficulty
jInheritance4498,1,PC,false,true,false,false,High-Difficulty
jInheritance4498,1,PGA,false,true,false,true,High-Difficulty
jInheritance4498,1,A,true,false,false,NA,High-Difficulty
jInheritance4498,1,PGC,false,true,false,true,High-Difficulty
jInheritance4498,1,PA,false,true,false,false,High-Difficulty
jfor2230,1,PC,false,true,false,false,Low-Difficulty
jfor2230,1,PA,false,true,false,false,Low-Difficulty
jvariable1467,1,A,true,false,false,NA,Low-Difficulty
jvariable1468,1,PC,false,true,false,false,Low-Difficulty
jvariable1468,1,A,true,false,false,NA,Low-Difficulty
jvariable1468,1,PA,false,true,false,false,Low-Difficulty
