method,"concat(question_name,eid)",isstatic,isPersonalized,isStructural,newdiff
RANDOM::BASELINE,jarray2237,false,false,false," High-Difficulty "
RANDOM::BASELINE,jboolean_operators1230,false,false,false," Low-Difficulty "
RANDOM::BASELINE,joperator1218,false,false,false," Low-Difficulty "
RANDOM::BASELINE,jif_else1469,false,false,false," Low-Difficulty "
RANDOM::BASELINE,jif_else5226,false,false,false," High-Difficulty "
RANDOM::BASELINE,jboolean_var469,false,false,false," Low-Difficulty "
RANDOM::BASELINE,jvariable1469,false,false,false," Low-Difficulty "
RANDOM::BASELINE,jarray2239,false,false,false," High-Difficulty "
RANDOM::BASELINE,jfor2484,false,false,false," Low-Difficulty "
RANDOM::BASELINE,jfor1487,false,false,false," Low-Difficulty "
RANDOM::BASELINE,jwhile4232,false,false,false," Low-Difficulty "
NAIVE::LOCAL,joperator1225,true,false,true," Low-Difficulty "
NAIVE::LOCAL,joperator1221,true,false,true," Low-Difficulty "
NAIVE::LOCAL,joperator1226,true,false,true," Low-Difficulty "
NAIVE::LOCAL,jbankaccount215,true,false,true," High-Difficulty "
NAIVE::LOCAL,jbankaccount489,true,false,true," High-Difficulty "
NAIVE::LOCAL,jbankaccount220,true,false,true," High-Difficulty "
NAIVE::LOCAL,jInheritance4248,true,false,true," High-Difficulty "
NAIVE::LOCAL,jdouble1215,true,false,true," Low-Difficulty "
NAIVE::LOCAL,jdouble1208,true,false,true," Low-Difficulty "
NAIVE::LOCAL,jdouble1489,true,false,true," Low-Difficulty "
NAIVE::LOCAL,jInheritance1248,true,false,true," High-Difficulty "
NAIVE::LOCAL,jclass1211,true,false,true," High-Difficulty "
NAIVE::LOCAL,jInheritance3248,true,false,true," High-Difficulty "
NAIVE::LOCAL,jincrement219,true,false,true," Low-Difficulty "
NAIVE::LOCAL,jincrement221,true,false,true," Low-Difficulty "
NAIVE::LOCAL,jif_else1225,true,false,true," Low-Difficulty "
NAIVE::LOCAL,jif_else1221,true,false,true," Low-Difficulty "
NAIVE::LOCAL,jif_else1469,true,false,true," Low-Difficulty "
NAIVE::LOCAL,jif_else5226,true,false,true," High-Difficulty "
NAIVE::LOCAL,jboolean_var231,true,false,true," Low-Difficulty "
NAIVE::LOCAL,jboolean_var229,true,false,true," Low-Difficulty "
NAIVE::LOCAL,jarray4243,true,false,true," High-Difficulty "
NAIVE::LOCAL,jarray4239,true,false,true," High-Difficulty "
NAIVE::LOCAL,jarray4238,true,false,true," High-Difficulty "
NAIVE::LOCAL,jarray1237,true,false,true," High-Difficulty "
NAIVE::LOCAL,jvariable1487,true,false,true," Low-Difficulty "
NAIVE::LOCAL,jvariable1484,true,false,true," Low-Difficulty "
NAIVE::LOCAL,jarray2238,true,false,true," High-Difficulty "
NAIVE::LOCAL,jarray2237,true,false,true," High-Difficulty "
NAIVE::LOCAL,jarray2469,true,false,true," High-Difficulty "
NAIVE::LOCAL,jfor2485,true,false,true," Low-Difficulty "
NAIVE::LOCAL,jfor1485,true,false,true," Low-Difficulty "
NAIVE::LOCAL,jfor1484,true,false,true," Low-Difficulty "
NAIVE::LOCAL,j2d_arrays1243,true,false,true," Low-Difficulty "
NAIVE::LOCAL,j2d_arrays1237,true,false,true," Low-Difficulty "
NAIVE::LOCAL,j2d_arrays1244,true,false,true," Low-Difficulty "
NAIVE::LOCAL,jboolean_operators1473,true,false,true," Low-Difficulty "
NAIVE::LOCAL,jboolean_operators1469,true,false,true," Low-Difficulty "
NAIVE::LOCAL,jwhile3232,true,false,true," Low-Difficulty "
NAIVE::LOCAL,jwhile3480,true,false,true," Low-Difficulty "
NAIVE::LOCAL,jwhile4225,true,false,true," Low-Difficulty "
NAIVE::LOCAL,jwhile4232,true,false,true," Low-Difficulty "
NAIVE::LOCAL,jwhile4469,true,false,true," Low-Difficulty "
NAIVE::LOCAL,jba_ques211,true,false,true," High-Difficulty "
NAIVE::LOCAL,jboolean_var469,true,false,true," Low-Difficulty "
NAIVE::LOCAL,jvariable1490,true,false,true," Low-Difficulty "
NAIVE::LOCAL,jfor2238,true,false,true," Low-Difficulty "
NAIVE::LOCAL,jwhile3479,true,false,true," Low-Difficulty "
GLOBAL::AS,joperator1221,true,false,false," Low-Difficulty "
GLOBAL::AS,joperator1468,true,false,false," Low-Difficulty "
GLOBAL::AS,jbankaccount211,true,false,false," High-Difficulty "
GLOBAL::AS,jbankaccount212,true,false,false," High-Difficulty "
GLOBAL::AS,jbankaccount210,true,false,false," High-Difficulty "
GLOBAL::AS,jInheritance4211,true,false,false," High-Difficulty "
GLOBAL::AS,jInheritance4498,true,false,false," High-Difficulty "
GLOBAL::AS,jdouble1215,true,false,false," Low-Difficulty "
GLOBAL::AS,jdouble1468,true,false,false," Low-Difficulty "
GLOBAL::AS,jInheritance1498,true,false,false," High-Difficulty "
GLOBAL::AS,jInheritance2497,true,false,false," High-Difficulty "
GLOBAL::AS,jInheritance2498,true,false,false," High-Difficulty "
GLOBAL::AS,jclass1211,true,false,false," High-Difficulty "
GLOBAL::AS,jclass1212,true,false,false," High-Difficulty "
GLOBAL::AS,jInheritance3497,true,false,false," High-Difficulty "
GLOBAL::AS,jInheritance3498,true,false,false," High-Difficulty "
GLOBAL::AS,jincrement219,true,false,false," Low-Difficulty "
GLOBAL::AS,jincrement468,true,false,false," Low-Difficulty "
GLOBAL::AS,jif_else1225,true,false,false," Low-Difficulty "
GLOBAL::AS,jif_else1221,true,false,false," Low-Difficulty "
GLOBAL::AS,jif_else1469,true,false,false," Low-Difficulty "
GLOBAL::AS,jif_else5221,true,false,false," High-Difficulty "
GLOBAL::AS,jif_else5469,true,false,false," High-Difficulty "
GLOBAL::AS,jboolean_var230,true,false,false," Low-Difficulty "
GLOBAL::AS,jboolean_var231,true,false,false," Low-Difficulty "
GLOBAL::AS,jboolean_var229,true,false,false," Low-Difficulty "
GLOBAL::AS,jarray4243,true,false,false," High-Difficulty "
GLOBAL::AS,jarray4238,true,false,false," High-Difficulty "
GLOBAL::AS,jarray4239,true,false,false," High-Difficulty "
GLOBAL::AS,jarray1238,true,false,false," High-Difficulty "
GLOBAL::AS,jarray1237,true,false,false," High-Difficulty "
GLOBAL::AS,jvariable1221,true,false,false," Low-Difficulty "
GLOBAL::AS,jvariable1468,true,false,false," Low-Difficulty "
GLOBAL::AS,jarray2238,true,false,false," High-Difficulty "
GLOBAL::AS,jarray2239,true,false,false," High-Difficulty "
GLOBAL::AS,jarray2469,true,false,false," High-Difficulty "
GLOBAL::AS,jclasses_constructor211,true,false,false," High-Difficulty "
GLOBAL::AS,jclasses_constructor212,true,false,false," High-Difficulty "
GLOBAL::AS,jclasses_constructor210,true,false,false," High-Difficulty "
GLOBAL::AS,jfor2485,true,false,false," Low-Difficulty "
GLOBAL::AS,jfor1487,true,false,false," Low-Difficulty "
GLOBAL::AS,jfor1238,true,false,false," Low-Difficulty "
GLOBAL::AS,jfor1484,true,false,false," Low-Difficulty "
GLOBAL::AS,j2d_arrays1243,true,false,false," Low-Difficulty "
GLOBAL::AS,j2d_arrays1237,true,false,false," Low-Difficulty "
GLOBAL::AS,j2d_arrays1244,true,false,false," Low-Difficulty "
GLOBAL::AS,jboolean_operators1230,true,false,false," Low-Difficulty "
GLOBAL::AS,jboolean_operators1469,true,false,false," Low-Difficulty "
GLOBAL::AS,jwhile3487,true,false,false," Low-Difficulty "
GLOBAL::AS,jwhile3469,true,false,false," Low-Difficulty "
GLOBAL::AS,jwhile4225,true,false,false," Low-Difficulty "
GLOBAL::AS,jwhile4469,true,false,false," Low-Difficulty "
GLOBAL::AS,jba_ques211,true,false,false," High-Difficulty "
GLOBAL::AS,jba_ques212,true,false,false," High-Difficulty "
GLOBAL::AS,jba_ques210,true,false,false," High-Difficulty "
GLOBAL::AS,jarray1239,true,false,false," High-Difficulty "
GLOBAL::AS,jvariable1467,true,false,false," Low-Difficulty "
GLOBAL::AS,jfor2238,true,false,false," Low-Difficulty "
GLOBAL::COS,joperator1225,true,false,false," Low-Difficulty "
GLOBAL::COS,joperator1221,true,false,false," Low-Difficulty "
GLOBAL::COS,joperator1226,true,false,false," Low-Difficulty "
GLOBAL::COS,jbankaccount211,true,false,false," High-Difficulty "
GLOBAL::COS,jbankaccount480,true,false,false," High-Difficulty "
GLOBAL::COS,jbankaccount213,true,false,false," High-Difficulty "
GLOBAL::COS,jInheritance4248,true,false,false," High-Difficulty "
GLOBAL::COS,jInheritance4211,true,false,false," High-Difficulty "
GLOBAL::COS,jInheritance4501,true,false,false," High-Difficulty "
GLOBAL::COS,jdouble1215,true,false,false," Low-Difficulty "
GLOBAL::COS,jdouble1208,true,false,false," Low-Difficulty "
GLOBAL::COS,jdouble1498,true,false,false," Low-Difficulty "
GLOBAL::COS,jInheritance1248,true,false,false," High-Difficulty "
GLOBAL::COS,jInheritance1211,true,false,false," High-Difficulty "
GLOBAL::COS,jInheritance1501,true,false,false," High-Difficulty "
GLOBAL::COS,jInheritance2248,true,false,false," High-Difficulty "
GLOBAL::COS,jInheritance2211,true,false,false," High-Difficulty "
GLOBAL::COS,jInheritance2501,true,false,false," High-Difficulty "
GLOBAL::COS,jclass1211,true,false,false," High-Difficulty "
GLOBAL::COS,jclass1213,true,false,false," High-Difficulty "
GLOBAL::COS,jInheritance3248,true,false,false," High-Difficulty "
GLOBAL::COS,jInheritance3211,true,false,false," High-Difficulty "
GLOBAL::COS,jInheritance3501,true,false,false," High-Difficulty "
GLOBAL::COS,jincrement219,true,false,false," Low-Difficulty "
GLOBAL::COS,jincrement474,true,false,false," Low-Difficulty "
GLOBAL::COS,jincrement473,true,false,false," Low-Difficulty "
GLOBAL::COS,jif_else1225,true,false,false," Low-Difficulty "
GLOBAL::COS,jif_else1221,true,false,false," Low-Difficulty "
GLOBAL::COS,jif_else5221,true,false,false," High-Difficulty "
GLOBAL::COS,jif_else5230,true,false,false," High-Difficulty "
GLOBAL::COS,jif_else5226,true,false,false," High-Difficulty "
GLOBAL::COS,jboolean_var230,true,false,false," Low-Difficulty "
GLOBAL::COS,jboolean_var231,true,false,false," Low-Difficulty "
GLOBAL::COS,jboolean_var229,true,false,false," Low-Difficulty "
GLOBAL::COS,jarray4243,true,false,false," High-Difficulty "
GLOBAL::COS,jarray4239,true,false,false," High-Difficulty "
GLOBAL::COS,jarray4238,true,false,false," High-Difficulty "
GLOBAL::COS,jarray1493,true,false,false," High-Difficulty "
GLOBAL::COS,jarray1237,true,false,false," High-Difficulty "
GLOBAL::COS,jarray1490,true,false,false," High-Difficulty "
GLOBAL::COS,jvariable1487,true,false,false," Low-Difficulty "
GLOBAL::COS,jvariable1484,true,false,false," Low-Difficulty "
GLOBAL::COS,jarray2239,true,false,false," High-Difficulty "
GLOBAL::COS,jarray2238,true,false,false," High-Difficulty "
GLOBAL::COS,jarray2244,true,false,false," High-Difficulty "
GLOBAL::COS,jclasses_constructor212,true,false,false," High-Difficulty "
GLOBAL::COS,jclasses_constructor480,true,false,false," High-Difficulty "
GLOBAL::COS,jclasses_constructor213,true,false,false," High-Difficulty "
GLOBAL::COS,jfor2234,true,false,false," Low-Difficulty "
GLOBAL::COS,jfor2485,true,false,false," Low-Difficulty "
GLOBAL::COS,jfor1487,true,false,false," Low-Difficulty "
GLOBAL::COS,jfor1234,true,false,false," Low-Difficulty "
GLOBAL::COS,jfor1485,true,false,false," Low-Difficulty "
GLOBAL::COS,j2d_arrays1243,true,false,false," Low-Difficulty "
GLOBAL::COS,j2d_arrays1237,true,false,false," Low-Difficulty "
GLOBAL::COS,j2d_arrays1244,true,false,false," Low-Difficulty "
GLOBAL::COS,jboolean_operators1469,true,false,false," Low-Difficulty "
GLOBAL::COS,jboolean_operators1464,true,false,false," Low-Difficulty "
GLOBAL::COS,jwhile3232,true,false,false," Low-Difficulty "
GLOBAL::COS,jwhile3480,true,false,false," Low-Difficulty "
GLOBAL::COS,jwhile4225,true,false,false," Low-Difficulty "
GLOBAL::COS,jwhile4221,true,false,false," Low-Difficulty "
GLOBAL::COS,jwhile4232,true,false,false," Low-Difficulty "
GLOBAL::COS,jba_ques211,true,false,false," High-Difficulty "
GLOBAL::COS,jba_ques212,true,false,false," High-Difficulty "
GLOBAL::COS,jba_ques480,true,false,false," High-Difficulty "
GLOBAL::COS,jif_else1463,true,false,false," Low-Difficulty "
GLOBAL::COS,jvariable1490,true,false,false," Low-Difficulty "
GLOBAL::COS,jboolean_operators1463,true,false,false," Low-Difficulty "
GLOBAL::COS,jwhile3479,true,false,false," Low-Difficulty "
LOCAL::AS,joperator1221,true,false,true," Low-Difficulty "
LOCAL::AS,jbankaccount215,true,false,true," High-Difficulty "
LOCAL::AS,jbankaccount220,true,false,true," High-Difficulty "
LOCAL::AS,jInheritance4248,true,false,true," High-Difficulty "
LOCAL::AS,jdouble1215,true,false,true," Low-Difficulty "
LOCAL::AS,jdouble1208,true,false,true," Low-Difficulty "
LOCAL::AS,jInheritance1248,true,false,true," High-Difficulty "
LOCAL::AS,jInheritance1210,true,false,true," High-Difficulty "
LOCAL::AS,jInheritance2248,true,false,true," High-Difficulty "
LOCAL::AS,jInheritance2210,true,false,true," High-Difficulty "
LOCAL::AS,jclass1215,true,false,true," High-Difficulty "
LOCAL::AS,jInheritance3248,true,false,true," High-Difficulty "
LOCAL::AS,jincrement208,true,false,true," Low-Difficulty "
LOCAL::AS,jif_else1225,true,false,true," Low-Difficulty "
LOCAL::AS,jif_else5221,true,false,true," High-Difficulty "
LOCAL::AS,jif_else5469,true,false,true," High-Difficulty "
LOCAL::AS,jboolean_var230,true,false,true," Low-Difficulty "
LOCAL::AS,jboolean_var229,true,false,true," Low-Difficulty "
LOCAL::AS,jarray4243,true,false,true," High-Difficulty "
LOCAL::AS,jarray4238,true,false,true," High-Difficulty "
LOCAL::AS,jarray4239,true,false,true," High-Difficulty "
LOCAL::AS,jarray1243,true,false,true," High-Difficulty "
LOCAL::AS,jarray1238,true,false,true," High-Difficulty "
LOCAL::AS,jarray1469,true,false,true," High-Difficulty "
LOCAL::AS,jarray2243,true,false,true," High-Difficulty "
LOCAL::AS,jarray2238,true,false,true," High-Difficulty "
LOCAL::AS,jarray2237,true,false,true," High-Difficulty "
LOCAL::AS,jfor1485,true,false,true," Low-Difficulty "
LOCAL::AS,j2d_arrays1243,true,false,true," Low-Difficulty "
LOCAL::AS,j2d_arrays1237,true,false,true," Low-Difficulty "
LOCAL::AS,j2d_arrays1208,true,false,true," Low-Difficulty "
LOCAL::AS,jboolean_operators1469,true,false,true," Low-Difficulty "
LOCAL::AS,jwhile3232,true,false,true," Low-Difficulty "
LOCAL::AS,jwhile3469,true,false,true," Low-Difficulty "
LOCAL::AS,jwhile4225,true,false,true," Low-Difficulty "
LOCAL::AS,jwhile4470,true,false,true," Low-Difficulty "
LOCAL::AS,jwhile4469,true,false,true," Low-Difficulty "
LOCAL::AS,joperator1243,true,false,true," Low-Difficulty "
LOCAL::AS,jvariable1493,true,false,true," Low-Difficulty "
LOCAL::AS,jvariable1492,true,false,true," Low-Difficulty "
LOCAL::AS,jvariable1490,true,false,true," Low-Difficulty "
LOCAL::AS,jfor2238,true,false,true," Low-Difficulty "
LOCAL::AS,jwhile3479,true,false,true," Low-Difficulty "
LOCAL::COS,joperator1225,true,false,true," Low-Difficulty "
LOCAL::COS,joperator1221,true,false,true," Low-Difficulty "
LOCAL::COS,jbankaccount215,true,false,true," High-Difficulty "
LOCAL::COS,jbankaccount480,true,false,true," High-Difficulty "
LOCAL::COS,jbankaccount220,true,false,true," High-Difficulty "
LOCAL::COS,jInheritance4248,true,false,true," High-Difficulty "
LOCAL::COS,jInheritance4241,true,false,true," High-Difficulty "
LOCAL::COS,jdouble1215,true,false,true," Low-Difficulty "
LOCAL::COS,jInheritance1248,true,false,true," High-Difficulty "
LOCAL::COS,jInheritance2248,true,false,true," High-Difficulty "
LOCAL::COS,jclass1215,true,false,true," High-Difficulty "
LOCAL::COS,jInheritance3248,true,false,true," High-Difficulty "
LOCAL::COS,jincrement208,true,false,true," Low-Difficulty "
LOCAL::COS,jif_else1225,true,false,true," Low-Difficulty "
LOCAL::COS,jif_else1221,true,false,true," Low-Difficulty "
LOCAL::COS,jif_else5221,true,false,true," High-Difficulty "
LOCAL::COS,jif_else5230,true,false,true," High-Difficulty "
LOCAL::COS,jif_else5469,true,false,true," High-Difficulty "
LOCAL::COS,jboolean_var230,true,false,true," Low-Difficulty "
LOCAL::COS,jboolean_var229,true,false,true," Low-Difficulty "
LOCAL::COS,jarray4243,true,false,true," High-Difficulty "
LOCAL::COS,jarray4239,true,false,true," High-Difficulty "
LOCAL::COS,jarray4238,true,false,true," High-Difficulty "
LOCAL::COS,jarray1243,true,false,true," High-Difficulty "
LOCAL::COS,jarray1238,true,false,true," High-Difficulty "
LOCAL::COS,jarray1469,true,false,true," High-Difficulty "
LOCAL::COS,jarray2243,true,false,true," High-Difficulty "
LOCAL::COS,jarray2239,true,false,true," High-Difficulty "
LOCAL::COS,jarray2244,true,false,true," High-Difficulty "
LOCAL::COS,jclasses_constructor480,true,false,true," High-Difficulty "
LOCAL::COS,jfor2485,true,false,true," Low-Difficulty "
LOCAL::COS,j2d_arrays1243,true,false,true," Low-Difficulty "
LOCAL::COS,j2d_arrays1208,true,false,true," Low-Difficulty "
LOCAL::COS,j2d_arrays1244,true,false,true," Low-Difficulty "
LOCAL::COS,jboolean_operators1469,true,false,true," Low-Difficulty "
LOCAL::COS,jwhile3469,true,false,true," Low-Difficulty "
LOCAL::COS,jwhile4225,true,false,true," Low-Difficulty "
LOCAL::COS,jwhile4470,true,false,true," Low-Difficulty "
LOCAL::COS,jwhile4469,true,false,true," Low-Difficulty "
LOCAL::COS,jba_ques480,true,false,true," High-Difficulty "
LOCAL::COS,joperator1243,true,false,true," Low-Difficulty "
LOCAL::COS,jvariable1493,true,false,true," Low-Difficulty "
LOCAL::COS,jvariable1492,true,false,true," Low-Difficulty "
LOCAL::COS,jvariable1490,true,false,true," Low-Difficulty "
LOCAL::COS,jwhile3479,true,false,true," Low-Difficulty "
P::GLOBAL::AS,joperator1221,false,true,false," Low-Difficulty "
P::GLOBAL::AS,joperator1468,false,true,false," Low-Difficulty "
P::GLOBAL::AS,joperator1218,false,true,false," Low-Difficulty "
P::GLOBAL::AS,jbankaccount211,false,true,false," High-Difficulty "
P::GLOBAL::AS,jbankaccount212,false,true,false," High-Difficulty "
P::GLOBAL::AS,jbankaccount213,false,true,false," High-Difficulty "
P::GLOBAL::AS,jbankaccount210,false,true,false," High-Difficulty "
P::GLOBAL::AS,jInheritance4498,false,true,false," High-Difficulty "
P::GLOBAL::AS,jInheritance4241,false,true,false," High-Difficulty "
P::GLOBAL::AS,jdouble1215,false,true,false," Low-Difficulty "
P::GLOBAL::AS,jdouble1468,false,true,false," Low-Difficulty "
P::GLOBAL::AS,jInheritance1498,false,true,false," High-Difficulty "
P::GLOBAL::AS,jInheritance2497,false,true,false," High-Difficulty "
P::GLOBAL::AS,jInheritance2498,false,true,false," High-Difficulty "
